round,client_id,trust_score
9,16,0.40951
9,29,0.28611
9,35,0.271
9,18,0.271
9,23,0.40951
9,4,0.0
9,43,0.40951
9,39,0.0
9,42,0.229597
9,20,0.19
9,3,0.271
9,25,0.058368
9,31,0.089602
9,33,0.19
9,48,0.0
9,11,0.1
9,19,0.0
9,30,0.071467
10,40,0.422805
10,7,0.366252
10,1,0.169026
10,17,0.40951
10,15,0.005655
10,14,0.480132
10,8,0.158052
10,6,0.039543
10,34,0.501925
10,5,0.407655
10,37,0.3439
10,27,0.423646
10,2,0.3439
10,47,0.271
10,49,0.296467
10,13,0.132652
10,44,0.403806
10,32,0.238956
10,36,0.0
10,46,0.399353
10,12,0.0
10,45,0.0
10,41,0.468559
10,26,0.045597
10,28,0.161431
10,0,0.271
10,10,0.40951
10,21,0.028216
10,9,0.3439
10,24,0.025463
10,22,0.19
10,38,0.026611
10,16,0.40951
10,29,0.28611
10,35,0.271
10,18,0.3439
10,23,0.468559
10,4,0.041697
10,43,0.40951
10,39,0.037205
10,42,0.306637
10,20,0.19
10,3,0.271
10,25,0.152532
10,31,0.089602
10,33,0.271
10,48,0.0
10,11,0.1
10,19,0.0
10,30,0.071467
11,40,0.480525
11,7,0.366252
11,1,0.169026
11,17,0.468559
11,15,0.005089
11,14,0.532119
11,8,0.201345
11,6,0.039543
11,34,0.501925
11,5,0.407655
11,37,0.40951
11,27,0.423646
11,2,0.40951
11,47,0.271
11,49,0.296467
11,13,0.125812
11,44,0.463425
11,32,0.31506
11,36,0.0
11,46,0.459418
11,12,0.0
11,45,0.0
11,41,0.468559
11,26,0.045597
11,28,0.161431
11,0,0.3439
11,10,0.40951
11,21,0.025395
11,9,0.3439
11,24,0.025463
11,22,0.19
11,38,0.026611
11,16,0.40951
11,29,0.28611
11,35,0.3439
11,18,0.3439
11,23,0.521703
11,4,0.037527
11,43,0.468559
11,39,0.037205
11,42,0.306637
11,20,0.19
11,3,0.3439
11,25,0.152532
11,31,0.103028
11,33,0.271
11,48,0.0
11,11,0.1
11,19,0.0
11,30,0.071467
12,40,0.532472
12,7,0.366252
12,1,0.169026
12,17,0.468559
12,15,0.00458
12,14,0.532119
12,8,0.201345
12,6,0.083531
12,34,0.501925
12,5,0.407655
12,37,0.40951
12,27,0.481281
12,2,0.40951
12,47,0.3439
12,49,0.36682
12,13,0.125812
12,44,0.517083
12,32,0.383554
12,36,0.0
12,46,0.459418
12,12,0.0
12,45,0.0
12,41,0.521703
12,26,0.134516
12,28,0.161431
12,0,0.3439
12,10,0.40951
12,21,0.022855
12,9,0.3439
12,24,0.025463
12,22,0.271
12,38,0.026611
12,16,0.40951
12,29,0.357499
12,35,0.40951
12,18,0.3439
12,23,0.521703
12,4,0.037527
12,43,0.468559
12,39,0.037205
12,42,0.375973
12,20,0.19
12,3,0.40951
12,25,0.221666
12,31,0.103028
12,33,0.271
12,48,0.0
12,11,0.1
12,19,0.0
12,30,0.147193
13,40,0.532472
13,7,0.366252
13,1,0.169026
13,17,0.521703
13,15,0.004122
13,14,0.532119
13,8,0.263482
13,6,0.106334
13,34,0.551733
13,5,0.466889
13,37,0.40951
13,27,0.533153
13,2,0.40951
13,47,0.40951
13,49,0.430138
13,13,0.125812
13,44,0.565375
13,32,0.383554
13,36,0.0
13,46,0.459418
13,12,0.0
13,45,0.0
13,41,0.521703
13,26,0.134516
13,28,0.210519
13,0,0.40951
13,10,0.40951
13,21,0.022855
13,9,0.3439
13,24,0.025463
13,22,0.271
13,38,0.026611
13,16,0.40951
13,29,0.421749
13,35,0.468559
13,18,0.3439
13,23,0.521703
13,4,0.033774
13,43,0.468559
13,39,0.033485
13,42,0.375973
13,20,0.19
13,3,0.468559
13,25,0.221666
13,31,0.103028
13,33,0.271
13,48,0.0
13,11,0.19
13,19,0.0
13,30,0.147193
14,40,0.532472
14,7,0.366252
14,1,0.169026
14,17,0.521703
14,15,0.00371
14,14,0.532119
14,8,0.263482
14,6,0.183051
14,34,0.551733
14,5,0.466889
14,37,0.40951
14,27,0.579838
14,2,0.40951
14,47,0.468559
14,49,0.430138
14,13,0.213231
14,44,0.565375
14,32,0.383554
14,36,0.0
14,46,0.459418
14,12,0.0
14,45,0.0
14,41,0.521703
14,26,0.221064
14,28,0.210519
14,0,0.468559
14,10,0.468559
14,21,0.022855
14,9,0.40951
14,24,0.099392
14,22,0.271
14,38,0.026611
14,16,0.468559
14,29,0.479574
14,35,0.468559
14,18,0.40951
14,23,0.521703
14,4,0.033774
14,43,0.468559
14,39,0.030136
14,42,0.375973
14,20,0.19
14,3,0.521703
14,25,0.299499
14,31,0.192725
14,33,0.271
14,48,0.000881
14,11,0.19
14,19,0.0
14,30,0.232473
15,40,0.532472
15,7,0.366252
15,1,0.169026
15,17,0.521703
15,15,0.00371
15,14,0.532119
15,8,0.263482
15,6,0.183051
15,34,0.59656
15,5,0.5202
15,37,0.468559
15,27,0.579838
15,2,0.40951
15,47,0.521703
15,49,0.430138
15,13,0.191908
15,44,0.608837
15,32,0.423847
15,36,0.0
15,46,0.513476
15,12,0.0
15,45,0.0
15,41,0.569533
15,26,0.221064
15,28,0.210519
15,0,0.468559
15,10,0.521703
15,21,0.022855
15,9,0.40951
15,24,0.099392
15,22,0.271
15,38,0.02395
15,16,0.468559
15,29,0.479574
15,35,0.468559
15,18,0.468559
15,23,0.521703
15,4,0.030397
15,43,0.468559
15,39,0.030136
15,42,0.39416
15,20,0.271
15,3,0.569533
15,25,0.299499
15,31,0.192725
15,33,0.3439
15,48,0.000881
15,11,0.271
15,19,0.0
15,30,0.211051
16,40,0.532472
16,7,0.429627
16,1,0.169026
16,17,0.521703
16,15,0.003339
16,14,0.532119
16,8,0.263482
16,6,0.183051
16,34,0.625315
16,5,0.556591
16,37,0.510116
16,27,0.579838
16,2,0.456978
16,47,0.5579
16,49,0.430138
16,13,0.190512
16,44,0.636369
16,32,0.423847
16,36,0.0
16,46,0.513476
16,12,0.0
16,45,0.0
16,41,0.569533
16,26,0.260406
16,28,0.210519
16,0,0.468559
16,10,0.521703
16,21,0.022855
16,9,0.40951
16,24,0.099392
16,22,0.271
16,38,0.030258
16,16,0.510086
16,29,0.479574
16,35,0.468559
16,18,0.468559
16,23,0.521703
16,4,0.027357
16,43,0.510104
16,39,0.027123
16,42,0.39416
16,20,0.332327
16,3,0.569533
16,25,0.320086
16,31,0.192725
16,33,0.397924
16,48,0.000881
16,11,0.271
16,19,0.0
16,30,0.211051
17,40,0.532472
17,7,0.429627
17,1,0.169026
17,17,0.521703
17,15,0.003339
17,14,0.532119
17,8,0.337134
17,6,0.211432
17,34,0.662784
17,5,0.556591
17,37,0.510116
17,27,0.579838
17,2,0.456978
17,47,0.60211
17,49,0.487125
17,13,0.230121
17,44,0.636369
17,32,0.481462
17,36,0.0
17,46,0.513476
17,12,0.0
17,45,0.0
17,41,0.61258
17,26,0.260406
17,28,0.210519
17,0,0.521703
17,10,0.521703
17,21,0.022855
17,9,0.40951
17,24,0.099392
17,22,0.271
17,38,0.030258
17,16,0.559077
17,29,0.531617
17,35,0.468559
17,18,0.468559
17,23,0.521703
17,4,0.024621
17,43,0.559094
17,39,0.02441
17,42,0.454744
17,20,0.399094
17,3,0.569533
17,25,0.382655
17,31,0.192725
17,33,0.397924
17,48,0.000881
17,11,0.271
17,19,0.0
17,30,0.211051
18,40,0.532472
18,7,0.486664
18,1,0.169026
18,17,0.521703
18,15,0.003005
18,14,0.532119
18,8,0.347766
18,6,0.190289
18,34,0.696505
18,5,0.556591
18,37,0.559104
18,27,0.579838
18,2,0.456978
18,47,0.60211
18,49,0.487125
18,13,0.230121
18,44,0.636369
18,32,0.481462
18,36,0.0
18,46,0.562128
18,12,0.0
18,45,0.0
18,41,0.651322
18,26,0.260406
18,28,0.218296
18,0,0.569533
18,10,0.569533
18,21,0.022855
18,9,0.40951
18,24,0.099392
18,22,0.3439
18,38,0.030258
18,16,0.60317
18,29,0.531617
18,35,0.521703
18,18,0.521703
18,23,0.569533
18,4,0.022159
18,43,0.559094
18,39,0.021969
18,42,0.454744
18,20,0.399094
18,3,0.569533
18,25,0.382655
18,31,0.192725
18,33,0.458132
18,48,0.000881
18,11,0.271
18,19,0.0
18,30,0.211051
19,40,0.579225
19,7,0.486664
19,1,0.169026
19,17,0.519355
19,15,0.003005
19,14,0.532119
19,8,0.347766
19,6,0.190289
19,34,0.696505
19,5,0.600932
19,37,0.559104
19,27,0.621854
19,2,0.506367
19,47,0.641899
19,49,0.487125
19,13,0.207109
19,44,0.672732
19,32,0.455705
19,36,0.0
19,46,0.562128
19,12,0.0
19,45,0.0
19,41,0.686189
19,26,0.260406
19,28,0.218296
19,0,0.602866
19,10,0.61258
19,21,0.02057
19,9,0.468559
19,24,0.099392
19,22,0.3439
19,38,0.027232
19,16,0.642853
19,29,0.531617
19,35,0.491922
19,18,0.569533
19,23,0.569533
19,4,0.022159
19,43,0.559094
19,39,0.021969
19,42,0.454744
19,20,0.399094
19,3,0.61258
19,25,0.382655
19,31,0.173453
19,33,0.458132
19,48,0.000881
19,11,0.271
19,19,0.0
19,30,0.211051
20,40,0.621302
20,7,0.492793
20,1,0.152123
20,17,0.519355
20,15,0.003005
20,14,0.532119
20,8,0.312989
20,6,0.190289
20,34,0.726855
20,5,0.600932
20,37,0.603194
20,27,0.659669
20,2,0.555731
20,47,0.641899
20,49,0.538412
20,13,0.207109
20,44,0.672732
20,32,0.455705
20,36,0.0
20,46,0.562128
20,12,0.0
20,45,0.0
20,41,0.686189
20,26,0.260406
20,28,0.196466
20,0,0.642579
20,10,0.651322
20,21,0.02057
20,9,0.521703
20,24,0.099392
20,22,0.3439
20,38,0.027232
20,16,0.678567
20,29,0.531617
20,35,0.516069
20,18,0.569533
20,23,0.61258
20,4,0.019943
20,43,0.603184
20,39,0.021969
20,42,0.455343
20,20,0.399094
20,3,0.61258
20,25,0.382655
20,31,0.173453
20,33,0.458132
20,48,0.000793
20,11,0.271
20,19,0.0
20,30,0.211051
21,40,0.621302
21,7,0.492793
21,1,0.18937
21,17,0.519355
21,15,0.002705
21,14,0.532119
21,8,0.312989
21,6,0.185624
21,34,0.754169
21,5,0.600932
21,37,0.603194
21,27,0.659669
21,2,0.600158
21,47,0.641899
21,49,0.538412
21,13,0.209553
21,44,0.705459
21,32,0.455705
21,36,0.0
21,46,0.605916
21,12,0.0
21,45,0.0
21,41,0.686189
21,26,0.29268
21,28,0.196466
21,0,0.642579
21,10,0.686189
21,21,0.02057
21,9,0.569533
21,24,0.099392
21,22,0.40951
21,38,0.04034
21,16,0.678567
21,29,0.531617
21,35,0.564462
21,18,0.569533
21,23,0.651322
21,4,0.019943
21,43,0.642866
21,39,0.021969
21,42,0.509809
21,20,0.399094
21,3,0.61258
21,25,0.382655
21,31,0.173453
21,33,0.458132
21,48,0.000714
21,11,0.3439
21,19,0.0
21,30,0.211051
22,40,0.621302
22,7,0.492793
22,1,0.270433
22,17,0.56742
22,15,0.013993
22,14,0.578907
22,8,0.312989
22,6,0.267061
22,34,0.778752
22,5,0.600932
22,37,0.603194
22,27,0.659669
22,2,0.640142
22,47,0.641899
22,49,0.538412
22,13,0.209553
22,44,0.705459
22,32,0.455705
22,36,0.0
22,46,0.605916
22,12,0.0
22,45,0.0
22,41,0.686189
22,26,0.363412
22,28,0.196466
22,0,0.642579
22,10,0.71757
22,21,0.054215
22,9,0.569533
22,24,0.189453
22,22,0.468559
22,38,0.136306
22,16,0.678567
22,29,0.578455
22,35,0.564462
22,18,0.569533
22,23,0.651322
22,4,0.019943
22,43,0.642866
22,39,0.065114
22,42,0.558828
22,20,0.399094
22,3,0.61258
22,25,0.382655
22,31,0.256107
22,33,0.458132
22,48,0.000714
22,11,0.3439
22,19,0.0
22,30,0.289946
23,40,0.621302
23,7,0.543514
23,1,0.255896
23,17,0.610678
23,15,0.013993
23,14,0.578907
23,8,0.312989
23,6,0.240355
23,34,0.800877
23,5,0.600932
23,37,0.642874
23,27,0.693702
23,2,0.676128
23,47,0.641899
23,49,0.584571
23,13,0.209553
23,44,0.705459
23,32,0.510135
23,36,0.0
23,46,0.605916
23,12,0.0
23,45,0.0
23,41,0.71757
23,26,0.363412
23,28,0.196466
23,0,0.642579
23,10,0.71757
23,21,0.048794
23,9,0.569533
23,24,0.189453
23,22,0.521703
23,38,0.136306
23,16,0.710711
23,29,0.578455
23,35,0.564462
23,18,0.569533
23,23,0.686189
23,4,0.017949
23,43,0.642866
23,39,0.065114
23,42,0.558828
23,20,0.399094
23,3,0.61258
23,25,0.354161
23,31,0.256107
23,33,0.458132
23,48,0.000642
23,11,0.40951
23,19,0.0
23,30,0.289946
24,40,0.621302
24,7,0.589163
24,1,0.255896
24,17,0.610678
24,15,0.013993
24,14,0.578907
24,8,0.312989
24,6,0.240355
24,34,0.820789
24,5,0.600932
24,37,0.642874
24,27,0.724332
24,2,0.708515
24,47,0.641899
24,49,0.584571
24,13,0.209553
24,44,0.705459
24,32,0.559121
24,36,0.0
24,46,0.605916
24,12,0.0
24,45,0.0
24,41,0.71757
24,26,0.363412
24,28,0.196466
24,0,0.678321
24,10,0.71757
24,21,0.043914
24,9,0.569533
24,24,0.214786
24,22,0.521703
24,38,0.17309
24,16,0.73964
24,29,0.578455
24,35,0.564462
24,18,0.569533
24,23,0.71757
24,4,0.020691
24,43,0.642866
24,39,0.060079
24,42,0.602945
24,20,0.459185
24,3,0.61258
24,25,0.354161
24,31,0.256107
24,33,0.512319
24,48,0.012762
24,11,0.40951
24,19,0.0
24,30,0.289946
25,40,0.621302
25,7,0.630246
25,1,0.255896
25,17,0.610678
25,15,0.013993
25,14,0.578907
25,8,0.380546
25,6,0.240355
25,34,0.820789
25,5,0.600932
25,37,0.678587
25,27,0.724332
25,2,0.708515
25,47,0.641899
25,49,0.626114
25,13,0.209553
25,44,0.705459
25,32,0.603209
25,36,0.0
25,46,0.645324
25,12,0.0
25,45,0.0
25,41,0.745813
25,26,0.412881
25,28,0.196466
25,0,0.678321
25,10,0.71757
25,21,0.043914
25,9,0.569533
25,24,0.231295
25,22,0.521703
25,38,0.17309
25,16,0.73964
25,29,0.578455
25,35,0.608016
25,18,0.61258
25,23,0.71757
25,4,0.020691
25,43,0.678579
25,39,0.060079
25,42,0.64265
25,20,0.513266
25,3,0.61258
25,25,0.395869
25,31,0.256107
25,33,0.512319
25,48,0.019069
25,11,0.468559
25,19,0.0
25,30,0.289946
26,40,0.621302
26,7,0.630246
26,1,0.255896
26,17,0.610678
26,15,0.013993
26,14,0.578907
26,8,0.380546
26,6,0.240355
26,34,0.820789
26,5,0.640839
26,37,0.710728
26,27,0.751898
26,2,0.708515
26,47,0.641899
26,49,0.626114
26,13,0.210152
26,44,0.705459
26,32,0.642888
26,36,0.0
26,46,0.680792
26,12,0.0
26,45,0.0
26,41,0.771232
26,26,0.412881
26,28,0.227197
26,0,0.710489
26,10,0.745813
26,21,0.043914
26,9,0.569533
26,24,0.231295
26,22,0.521703
26,38,0.17013
26,16,0.765676
26,29,0.62061
26,35,0.647214
26,18,0.651322
26,23,0.71757
26,4,0.020691
26,43,0.678579
26,39,0.060079
26,42,0.678385
26,20,0.56194
26,3,0.61258
26,25,0.395869
26,31,0.256107
26,33,0.512319
26,48,0.019069
26,11,0.468559
26,19,0.0
26,30,0.307009
27,40,0.659172
27,7,0.630246
27,1,0.330306
27,17,0.610678
27,15,0.016233
27,14,0.621016
27,8,0.380546
27,6,0.240355
27,34,0.820789
27,5,0.676755
27,37,0.710728
27,27,0.751898
27,2,0.737663
27,47,0.641899
27,49,0.626114
27,13,0.210152
27,44,0.734913
27,32,0.642888
27,36,0.0
27,46,0.680792
27,12,0.0
27,45,0.0
27,41,0.771232
27,26,0.471593
27,28,0.227197
27,0,0.710489
27,10,0.745813
27,21,0.065105
27,9,0.61258
27,24,0.231295
27,22,0.569533
27,38,0.17013
27,16,0.765676
27,29,0.658549
27,35,0.647214
27,18,0.651322
27,23,0.71757
27,4,0.057333
27,43,0.710721
27,39,0.088406
27,42,0.710547
27,20,0.56194
27,3,0.61258
27,25,0.395869
27,31,0.256107
27,33,0.512319
27,48,0.066807
27,11,0.468559
27,19,0.0
27,30,0.376308
28,40,0.659172
28,7,0.667222
28,1,0.330306
28,17,0.610678
28,15,0.01461
28,14,0.658914
28,8,0.442492
28,6,0.241722
28,34,0.820789
28,5,0.676755
28,37,0.710728
28,27,0.776709
28,2,0.737663
28,47,0.641899
28,49,0.626114
28,13,0.210152
28,44,0.761422
28,32,0.642888
28,36,0.0
28,46,0.712712
28,12,0.0
28,45,0.0
28,41,0.794109
28,26,0.471593
28,28,0.227197
28,0,0.73944
28,10,0.745813
28,21,0.065105
28,9,0.651322
28,24,0.226837
28,22,0.569533
28,38,0.17013
28,16,0.765676
28,29,0.692694
28,35,0.647214
28,18,0.651322
28,23,0.71757
28,4,0.057333
28,43,0.710721
28,39,0.088406
28,42,0.710547
28,20,0.56194
28,3,0.651322
28,25,0.435226
28,31,0.291591
28,33,0.561087
28,48,0.066807
28,11,0.521703
28,19,0.0
28,30,0.376308
29,40,0.659172
29,7,0.667222
29,1,0.330306
29,17,0.64961
29,15,0.013149
29,14,0.658914
29,8,0.442492
29,6,0.241722
29,34,0.820789
29,5,0.676755
29,37,0.710728
29,27,0.799038
29,2,0.737663
29,47,0.641899
29,49,0.626114
29,13,0.210152
29,44,0.785279
29,32,0.6786
29,36,0.0
29,46,0.741441
29,12,0.0
29,45,0.0
29,41,0.794109
29,26,0.471593
29,28,0.24745
29,0,0.73944
29,10,0.771232
29,21,0.065105
29,9,0.651322
29,24,0.226837
29,22,0.569533
29,38,0.15456
29,16,0.789108
29,29,0.723424
29,35,0.682493
29,18,0.651322
29,23,0.71757
29,4,0.057333
29,43,0.739649
29,39,0.079566
29,42,0.739492
29,20,0.605746
29,3,0.651322
29,25,0.435226
29,31,0.288792
29,33,0.604978
29,48,0.066807
29,11,0.521703
29,19,0.0
29,30,0.376673
30,40,0.659172
30,7,0.667222
30,1,0.330306
30,17,0.684649
30,15,0.011834
30,14,0.693023
30,8,0.498243
30,6,0.241722
30,34,0.83871
30,5,0.70908
30,37,0.710728
30,27,0.799038
30,2,0.737663
30,47,0.641899
30,49,0.663502
30,13,0.263064
30,44,0.785279
30,32,0.71074
30,36,0.0
30,46,0.767297
30,12,0.0
30,45,0.0
30,41,0.794109
30,26,0.471593
30,28,0.322705
30,0,0.73944
30,10,0.771232
30,21,0.058594
30,9,0.686189
30,24,0.251719
30,22,0.569533
30,38,0.15456
30,16,0.789108
30,29,0.723424
30,35,0.682493
30,18,0.686189
30,23,0.71757
30,4,0.051599
30,43,0.739649
30,39,0.079566
30,42,0.739492
30,20,0.645171
30,3,0.651322
30,25,0.435226
30,31,0.288792
30,33,0.604978
30,48,0.060126
30,11,0.521703
30,19,0.0
30,30,0.376673
